,Rating,title,date,stock
130153,N,"The Benchmark Company Maintains Aspen Technology at Buy, Raises PT from $25 to $27",2012-08-22 06:39:00-04:00,AZPN
130154,N,"Canaccord Maintains Aspen Technology at Buy, Raises PT from $25 to $28",2012-08-22 05:57:00-04:00,AZPN
130155,N,"Deutsche Bank Maintains Aspen Technology at Buy, Raises PT from $27 to $30",2012-08-22 05:56:00-04:00,AZPN
130162,G,UPDATE: Deutsche Bank Raises PT to $27 on Aspen Technology; Growth Momentum,2012-05-03 10:31:00-04:00,AZPN
130163,N,"Deutsche Bank Maintains Aspen Technology at Buy, Raises PT from $26 to $27",2012-05-03 06:28:00-04:00,AZPN
130166,G,UPDATE: Benchmark Raises PT to $25 on Aspen Technology,2012-02-15 09:15:00-05:00,AZPN
130167,G,Aspen Tech Up 12% After Reporting Positive Earnings,2012-02-01 14:20:00-05:00,AZPN
130168,G,UPDATE: Benchmark Raises Aspen Technology's PT Following Solid F2Q12 Results,2012-02-01 08:29:00-05:00,AZPN
130169,G,Aspen Technology Reports Q2 EPS $0.06 vs $(0.05) Est; Revenues $66.6M vs $53.60M Est,2012-01-31 16:07:00-05:00,AZPN
130173,G,Midday Movers; Frontline up 15%,2011-08-30 13:12:00-04:00,AZPN
130174,B,Aspen Tech Spiking Lower on Heavy Volume,2011-08-30 12:40:00-04:00,AZPN
130175,G,"Wednesday's Winners on NASDAQ: Aspen Technology, Primo Water, Morgans Hotel Group, Avago Technologies",2011-08-25 14:29:00-04:00,AZPN
130176,N,J.P. Morgan Reiterates Price Target On Aspen Technology,2011-08-24 07:34:00-04:00,AZPN
130177,B,Aspen Tech Guides FY2012 EPS $(0.09)-(0.19) vs $(0.22) Est,2011-08-23 17:00:00-04:00,AZPN
130181,N,Benchmark Reiterates Buy Rating On Aspen Technology,2011-05-25 08:18:00-04:00,AZPN
130182,G,Benchmark Raises PT On Aspen Technology To $19,2011-05-25 07:19:00-04:00,AZPN
130183,G,"J.P. Morgan Increases PT on Aspen Technology, Overweight",2011-05-24 08:47:00-04:00,AZPN
130184,G,"Deutsche Bank Provides Color on Aspen Technology, Buy",2011-05-24 06:56:00-04:00,AZPN
130185,G,JP Morgan Raises PT On Aspen Technology To $19.50,2011-05-24 05:50:00-04:00,AZPN
130187,G,Deutsche Bank Raises PT On Aspen Technology To $23 After Strong 3Q,2011-05-04 09:12:00-04:00,AZPN
130188,N,JP Morgan Gives Preview On Aspen Technology Ahead Of Earnings Release ,2011-05-03 08:11:00-04:00,AZPN
130189,N,J.P. Morgan Maintains Overweight on Aspen Technology (AZPN),2011-02-09 08:42:00-05:00,AZPN
130191,G,JP Morgan Raises PT On Aspen Technology,2011-01-13 07:20:00-05:00,AZPN
130192,N,J.P. Morgan Reiterates Overweight Rating on Aspen Technology (AZPN),2010-12-02 09:52:00-05:00,AZPN
130196,N,AZZ Announces Departure Of Current CFO and Appoints Philip Schlom,2020-05-04 16:07:00-04:00,AZZ
130199,N,"Sidoti & Co. Maintains Buy on AZZ, Lowers Price Target to $48",2020-04-08 09:14:00-04:00,AZZ
130200,G,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,AZZ
130201,G,Stocks That Hit 52-Week Lows On Friday,2020-03-06 11:22:00-05:00,AZZ
130202,G,Stocks That Hit 52-Week Lows On Thursday,2020-03-05 10:29:00-05:00,AZZ
130205,B,AZZ Sees FY2021 EPS $2.65-3.15 vs $3.00 Est; Sees Sales $970M-1.06B vs $1.08B Est,2020-01-27 06:38:00-05:00,AZZ
130206,G,AZZ Resumes Buybacks,2020-01-21 06:34:00-05:00,AZZ
130207,G,AZZ shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.,2020-01-09 08:20:00-05:00,AZZ
130208,G,A Peek Into The Markets: US Stock Futures Up Ahead Of Fed Speakers,2020-01-09 06:37:00-05:00,AZZ
130209,G,"AZZ Q3 EPS $0.84 Beats $0.81 Estimate, Sales $291.1M Beat $271.69M Estimate",2020-01-09 06:31:00-05:00,AZZ
130211,G,"7 Stocks To Watch For January 9, 2020",2020-01-09 04:42:00-05:00,AZZ
130214,G,AZZ shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-12-05 10:43:00-05:00,AZZ
130215,G,"AZZ Q2 EPS $0.59 Beats $0.56 Estimate, Sales $236.2M Beat $234.9M Estimate",2019-12-05 06:33:00-05:00,AZZ
130218,G,Stocks That Hit 52-Week Lows On Tuesday,2019-10-08 12:02:00-04:00,AZZ
130222,G,"AZZ Inc. Acquires Preferred Industries, A Power Coating Company, Terms Not Disclosed",2019-09-30 06:31:00-04:00,AZZ
130223,G,AZZ Reports Its Galvabar Rebar Product Was Found To Provide Potential Lifespan Of More Than 100 Years,2019-09-13 06:32:00-04:00,AZZ
130224,G,"AZZ to Acquires NuZinc, Terms Not Disclosed",2019-08-26 06:33:00-04:00,AZZ
130227,B,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,2019-07-08 07:05:00-04:00,AZZ
130228,G,"AZZ Q1 EPS $0.81 Beats $0.68 Estimate, Sales $289.123M Beat $277.19M Estimate",2019-07-08 06:31:00-04:00,AZZ
130232,B,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,2019-05-20 07:14:00-04:00,AZZ
130233,N,"AZZ Sees FY20 EPS $2.25-$2.75 vs $2.54 Estimate, Sales $950M-$1.03B vs $1B Est.",2019-05-20 06:32:00-04:00,AZZ
130237,N,"AZZ Reschedules Q4 Results To Mon., May 20, 2019",2019-05-16 06:38:00-04:00,AZZ
130242,G,"A Peek Into The Markets: US Stock Futures Surge Ahead Of JPMorgan, Wells Fargo Earnings",2019-04-12 06:36:00-04:00,AZZ
130243,G,"AZZ Reports Purchase Of K2 Partners, No Terms Disclosed",2019-04-12 06:30:00-04:00,AZZ
130244,G,"AZZ to Acquire Tennessee Galvanizing, Terms Not Disclosed",2019-02-04 06:39:00-05:00,AZZ
130245,N,"AZZ Inc. Sees FY20 EPS $2.25-$2.75 vs $2.54 Est., Sales $950M-$1.03B vs $1.0B Est.",2019-01-23 08:28:00-05:00,AZZ
130246,G,Mid-Morning Market Update: Markets Open Higher; Helen of Troy Beats Q3 Estimates,2019-01-08 10:23:00-05:00,AZZ
130251,G,"Sidoti & Co. Upgrades AZZ to Buy, Maintains $54 Price Target",2018-10-29 09:52:00-04:00,AZZ
130254,B,"AZZ Q2 EPS $0.43 Misses $0.47 Estimate, Sales $222.79M Miss $227.99M Estimate",2018-10-09 06:32:00-04:00,AZZ
130257,G,"AZZ Inc. Wins $50M Contract Award From Three Gorges Jinsha River Yunchuan Hydropower Development Co., Ltd. For 550kV Gas Insulated Line Installed In China",2018-09-26 06:38:00-04:00,AZZ
130261,G,AZZ Shares Up 10.1% After Co. Earlier Reported Q1 Beat And Reaffirmed FY19 Guidance,2018-07-03 09:23:00-04:00,AZZ
130262,G,A Peek Into The Markets: US Stock Futures Rise Ahead Of Factory Orders Report,2018-07-03 07:14:00-04:00,AZZ
130264,G,"AZZ Q1 EPS $0.60 Beats $0.49 Estimate, Sales $262.2M Beat $228.87M Estimate",2018-07-03 06:31:00-04:00,AZZ
130267,G,"AZZ Reports Winning Of $40M+ Contracts From SDEE Hitachi High Voltage Switchgear, Pinggao Group Co. To Produce ~7.4K Meters Of Ultra High Voltage 1100KV Gas Insulated Line For The Cross Yangtze River Sutong Underground Tunnel Project",2018-06-29 06:31:00-04:00,AZZ
130269,B,"AZZ Q3 EPS $0.15 Misses $0.44 Estimate, Sales $200.66M Miss $231.53M Estimate",2018-05-15 06:16:00-04:00,AZZ
130278,N,AZZ Sees FY2018 EPS $1.80-2.30 vs $1.93 Est; Sees Sales $825.0M-885.0M vs $845.0M Est,2018-01-09 06:34:00-05:00,AZZ
130281,B,"AZZ Reports Q2 GAAP EPS $0.32 vs $0.38 In Same Qtr. Last Year, Does Not Compare To $0.48 Est., Sales $190.4M vs $196.8M Est.",2017-10-03 06:32:00-04:00,AZZ
130285,B,11 Biggest Mid-Day Losers For Monday,2017-09-25 12:57:00-04:00,AZZ
130287,B,Mid-Morning Market Update: Markets Edge Lower; D. R. Horton Cuts Cash Flow Outlook,2017-09-25 10:23:00-04:00,AZZ
130289,B,AZZ Lowers FY2018 EPS Guidance from $2.60-3.10 to $1.80-2.30 vs $2.60 Est; Lowers FY2018 Sales Guidance from $880.0M-950.0M to $825.0M-885.0M vs $873.0M Est,2017-09-25 06:32:00-04:00,AZZ
130290,G,"AZZ Acquires Powergrid Solutions, Terms Not Disclosed",2017-09-06 06:37:00-04:00,AZZ
130291,B,15 Biggest Mid-Day Losers For Thursday,2017-07-06 12:51:00-04:00,AZZ
130293,B,A Peek Into The Markets: U.S. Stock Futures Tumble Ahead Of Economic Data,2017-07-06 07:37:00-04:00,AZZ
217578,n,"Earnings Scheduled For August 13, 2013",2013-08-13 05:58:00-04:00,CBLI
217580,g,Cleveland BioLabs and Incuron Announce Start of US Trial With CBL0137,2013-08-07 08:09:00-04:00,CBLI
217613,b,Cleveland BioLabs Plummets 35% on Declined FDA Invite for Full Proposal,2012-04-04 15:30:00-04:00,CBLI
217614,g,"Wedbush Securities Maintains Cleveland Biolabs at Outperform, Lowers PT from $5 to $10",2012-04-04 15:01:00-04:00,CBLI
217629,g,Cleveland BioLabs to Raise $23.5M in Registered Direct Offering,2011-06-17 09:01:00-04:00,CBLI
217676,g,"Cambrex Q4 EPS $1.44 Beats $1.37 Estimate, Sales $134.33M Miss $214.76M Estimate",2019-02-13 06:42:00-05:00,CBM
217695,g,Cambrex to Acquires Halo Pharma for $425M,2018-07-23 06:42:00-04:00,CBM
217721,g,Cambrex to Acquire PharmaCore for $25M,2016-09-26 06:49:00-04:00,CBM
217801,b,"Baird Downgrades Cellular Biomedicine Gr to Neutral, Lowers Price Target to $19",2019-11-12 06:21:00-05:00,CBMG
217802,g,"Cellular Biomedicine Shares Resume Trade, Up 4-5%",2019-11-11 10:30:00-05:00,CBMG
217812,b,Cellular Biomedicine Gr Q2 EPS $(0.63) Misses $(0.52) Estimate,2019-08-06 16:39:00-04:00,CBMG
217831,b,"Cellular Biomedicine Gr Q3 EPS $(0.56) Misses $(0.52) Estimate, Sales $70.431K Beat $50K Estimate",2018-11-06 06:58:00-05:00,CBMG
217853,g,Cellular Biomedicine Group Announces $30.6M Investment from Sailing Capital Overseas Investment Ltd.,2018-02-05 08:19:00-05:00,CBMG
217878,g,Cellular Biomedicine Group Awarded $2.29 Million Grant from the California Institute for Regenerative Medicine,2017-02-27 08:01:00-05:00,CBMG
217921,g,Cellular Biomedicine Group Announces Interim Results From Phase IIb Clinical Trial for Knee Osteoarthritis Stem Cell ReJoin Therapy,2015-03-25 09:01:00-04:00,CBMG
217938,g,Cellular Biomedicine Completes Phase IIB Enrollment,2014-06-26 08:15:00-04:00,CBMG
217939,g,Cellular Biomedicine Sold 1.49M Shares at $6.70/Share,2014-06-20 09:56:00-04:00,CBMG
218086,g,Cape Bancorp Reports Q3 EPS $0.23 vs. Prior Year Quarter $0.16,2015-10-23 16:55:00-04:00,CBNJ
218108,g,Capital Bancorp Q3 EPS $0.32 Up From $0.26 YoY,2019-10-22 07:55:00-04:00,CBNK
218135,g,Chicopee Bancorp Reports Q2 EPS $0.15 vs. Prior Year Quarter (0.01),2015-07-23 17:02:00-04:00,CBNK
218168,g,"The Daily Biotech Pulse: China Biologics Receives Buyout Offer, Provention Bio Offering, Exagen IPO",2019-09-19 07:39:00-04:00,CBPO
218184,b,"China Biologic Products Q4 Adj. EPS $0.76 vs $1.29 Estimate, Sales $114.9M vs $244.01M Estimate",2019-03-06 17:03:00-05:00,CBPO
218254,g,China Biologic Prices 3.87M Shares at $110/Share,2016-03-02 09:18:00-05:00,CBPO
218256,n,Credit Suisse Downgrades China Biologic Products To Neutral,2016-03-01 08:22:00-05:00,CBPO
218257,n,Credit Suisse Downgrades China Biologic Products to Neutral Citing Fair Valuation,2016-03-01 06:01:00-05:00,CBPO
218261,b,Mid-Afternoon Market Update: Oncomed Pharmaceuticals Slides After Poor Trial Data; Sunedison Shares Rise,2016-01-25 14:32:00-05:00,CBPO
218272,g,China Biologic Prices 3M Offering At $105/SHare,2015-06-10 08:59:00-04:00,CBPO
218290,n,China Biologic Files $120M Mixed Securities Shelf,2014-06-06 17:20:00-04:00,CBPO
218291,n,UPDATE: Jefferies Initiates Coverage On China Biologic Products On Market Leader Position,2014-05-22 09:36:00-04:00,CBPO
218296,n,"Oppenheimer Initiates Coverage on China Biologic Products, Inc. at Outperform, Announces $46.00 PT",2014-03-14 08:27:00-04:00,CBPO
218299,b,China Biologic Issues Update on Hong Kong Litigation,2013-06-03 06:45:00-04:00,CBPO
218300,b,China Biologic Says Company had No Prior Knowledge of Proposed Shanghai RAAS Transaction ,2013-05-24 06:48:00-04:00,CBPO
218308,n,Morning Market Losers,2013-01-02 10:28:00-05:00,CBPO
4,G,"B of A Securities Maintains Neutral on Agilent Technologies, Raises Price Target to $88",2020-05-22 11:38:00-04:00,A
5,B,"CFRA Maintains Hold on Agilent Technologies, Lowers Price Target to $85",2020-05-22 11:23:00-04:00,A
6,G,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $87",2020-05-22 09:36:00-04:00,A
7,G,Agilent Technologies shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2020-05-22 09:07:00-04:00,A
8,G,"Wells Fargo Maintains Overweight on Agilent Technologies, Raises Price Target to $95",2020-05-22 08:37:00-04:00,A
11,G,"SVB Leerink Maintains Outperform on Agilent Technologies, Raises Price Target to $95",2020-05-22 05:14:00-04:00,A
13,G,Agilent Technologies shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2020-05-21 16:21:00-04:00,A
16,G,Agilent Technologies Receives FDA Approval for PD-L1 as a Companion Diagnostic,2020-05-18 08:10:00-04:00,A
19,G,How Bill Ackman Successfully Navigated Coronavirus Market Volatility,2020-05-08 09:51:00-04:00,A
22,B,"UBS Maintains Neutral on Agilent Technologies, Lowers Price Target to $84",2020-04-28 11:26:00-04:00,A
23,G,Agilent Reports FDA Approval For PD-L1 Companion Diagnostic On Dako Omni,2020-04-23 08:05:00-04:00,A
24,G,Agilent Reports Has Become Top-Level Sponsor Of My Green Lab,2020-04-22 08:15:00-04:00,A
25,B,Agilent Withdraws Q2 And FY20 Guidance,2020-04-14 08:12:00-04:00,A
28,B,"Stifel Maintains Hold on Agilent Technologies, Lowers Price Target to $73",2020-04-02 10:47:00-04:00,A
29,B,Shares of several healthcare companies are trading lower amid market weakness as growing coronavirus concerns in the US weigh on equities.,2020-04-01 09:20:00-04:00,A
31,B,"Wells Fargo Maintains Overweight on Agilent Technologies, Lowers Price Target to $82",2020-03-30 10:30:00-04:00,A
33,B,"Shares of several healthcare companies are trading lower, selling off from this week's strength. While the US stimulus package boosted economic optimism, demand concerns still exist amid the coronavirus outbreak.",2020-03-27 10:58:00-04:00,A
34,G,"Shares of several healthcare companies are trading higher following Senate passage of a $2 trillion economic stimulus package, which has lifted stocks across sectors.",2020-03-26 11:49:00-04:00,A
35,B,"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",2020-03-26 10:37:00-04:00,A
37,B,"Citigroup Maintains Neutral on Agilent Technologies, Lowers Price Target to $75",2020-03-20 08:52:00-04:00,A
39,B,Shares of several healthcare companies are trading lower in sympathy with the overall market on continued downward momentum caused by the coronavirus. The virus has had a negative impact on the global economy.,2020-03-16 09:40:00-04:00,A
43,B,"Agilent Technologies Inc Says In January 2020, Net Revenue Was Negatively Impacted Due To The Public Health Crisis In China; Says In Jan 2020, Net Revenue Negatively Impacted Also Due To Extension Of Lunar New Year Resulting In Fewer Selling Days In Month",2020-03-03 16:18:00-05:00,A
46,B,Shares of several software companies are trading lower as the coronavirus cases surge outside of China. NOTE: The virus has raised fear of a global economic slowdown.,2020-02-24 07:53:00-05:00,A
48,G,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $90",2020-02-19 07:43:00-05:00,A
50,B,Agilent Technologies shares are trading lower after the company reported Q1 earnings.,2020-02-18 16:10:00-05:00,A
67,G,"Wells Fargo Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $100 Price Target",2020-01-08 07:09:00-05:00,A
68,G,"Citigroup Initiates Coverage On Agilent Technologies with Neutral Rating, Announces $85 Price Target",2020-01-07 06:59:00-05:00,A
74,G,There's A New Trading Tool That Allows Traders To Trade Cannabis With Leverage,2019-12-11 09:47:00-05:00,A
81,G,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $87",2019-11-26 07:58:00-05:00,A
90,G,"Stifel Nicolaus Initiates Coverage On Agilent Technologies with Hold Rating, Announces $85 Price Target",2019-11-15 06:02:00-05:00,A
92,G,A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Fed Speakers,2019-10-18 08:06:00-04:00,A
93,G,"UBS Downgrades Agilent Technologies to Neutral, Announces $82 Price Target",2019-10-18 07:57:00-04:00,A
95,B,"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",2019-10-09 08:10:00-04:00,A
103,G,Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY19 EPS above analyst estimates.,2019-08-15 09:40:00-04:00,A
106,G,Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY19 EPS above analyst estimates.,2019-08-14 16:20:00-04:00,A
117,B,Bank of America Downgrades Agilent Technologies to Neutral,2019-07-16 07:02:00-04:00,A
118,B,"Barclays Downgrades Agilent Technologies to Equal-Weight, Lowers Price Target to $78",2019-07-15 06:48:00-04:00,A
119,G,Agilent Will Acquire BioTek Instruments In $1.16B Deal,2019-07-11 08:16:00-04:00,A
120,G,Agilent To Purchase BioTek Instruments For $1.165B,2019-07-11 08:00:00-04:00,A
122,G,Agilent Companion Diagnostic Receives Expanded FDA Approval For PD-L1 IHC 22C3 PharmDx,2019-06-11 07:58:00-04:00,A
123,G,"Piper Jaffray Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $83 Price Target",2019-06-11 07:10:00-04:00,A
124,G,"Shares of many Healthcare companies are trading higher as markets rebound from the recent volatility caused by uncertainty regarding US-China trade talks. Also, lawmakers were not able to pass a bill that would end 'surprise medical bills'.",2019-05-16 15:09:00-04:00,A
129,B,Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also announced weak Q3 sales guidance.,2019-05-15 09:06:00-04:00,A
135,B,Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also issued Q3 sales guidance below analyst estimates.,2019-05-14 16:08:00-04:00,A
138,G,"Shares of several healthcare companies are trading higher as the US market rebounds from recent weakness, driven by renewed cautious optimism surrounding US-China trade talks.",2019-05-14 13:32:00-04:00,A
143,G,"Cowen & Co. Maintains Outperform on Agilent Technologies, Raises Price Target to $90",2019-03-26 07:52:00-04:00,A
198,G,Cowen & Co. Upgrades Agilent Technologies to Outperform,2018-05-15 10:50:00-04:00,A
241,G,"Agilent Reports Dako PD-L1 IHC 28-8 PharmDx Approved For 2 New Indications: Urothelial Carcinoma, Squamous Cell Carcinoma Of Head And Neck",2017-09-19 09:01:00-04:00,A
242,G,Agilent Reports FDA Approval Of GenetiSure Dx Postnatal Assay,2017-09-13 11:00:00-04:00,A
255,G,Wells Fargo Upgrades Agilent Technologies to Outperform,2017-07-13 06:24:00-04:00,A
256,G,Agilent Reports Purchase Of Cobalt Light Systems For £40M In Cash,2017-07-07 08:35:00-04:00,A
261,G,"Goldman Sachs Global Healthcare Conference Continues Today, Presenters Include: Agilent, Sage Therapeutics, and GW Pharmaceuticals",2017-06-14 07:58:00-04:00,A
263,G,"Jefferies Health Care Conference Begins Today, Presenters Include: Agilent Technologies, Civitas Solutions, Aeri Pharmaceuticals, Alkermes, Alnylam Pharmaceuticals, Heron Therapeutics",2017-06-06 08:47:00-04:00,A
264,G,Agilent Reports Deal with Agendia for Molecular Cancer Diagnostics,2017-06-02 11:00:00-04:00,A
265,G,Agilent Spikes to High of $60.40 on Volume,2017-05-30 10:46:00-04:00,A
267,G,Agilent Technologies Sharply Higher After Q2 Beat,2017-05-23 11:29:00-04:00,A
272,G,"UPDATE: Agilent Raises FY17 Adj. EPS Outlook to $2.15-$2.21 vs $2.16 Est., Sales to $4.36B-$4.38B vs $4.35B Est.",2017-05-22 16:07:00-04:00,A
274,G,Agilent Raises FY Outlook,2017-05-22 16:06:00-04:00,A
282,G,Morgan Stanley Upgrades Agilent Technologies To Overweight,2017-03-15 07:30:00-04:00,A
286,G,Agilent Raises FY17 Outlook,2017-02-14 16:06:00-05:00,A
287,G,"Agilent Reports Q1 Adj. EPS $0.53 vs $0.49 Est., Sales $1.07B vs $1.05B Est.",2017-02-14 16:05:00-05:00,A
290,G,Hearing Thermo Fisher In Talks To Buy Agilent,2017-01-11 09:56:00-05:00,A
293,G,"Barclays Upgrades Agilent Technologies to Overweight, Raises Target to $51.00",2017-01-04 08:40:00-05:00,A
294,G,Agilent to Buy Multiplicom for €68M in Cash,2016-12-20 16:06:00-05:00,A
295,G,Pressure Biosciences CEO On Its Beaten Down Stock: 'We Can Now Begin To Focus On The Area That Is Most Important',2016-12-06 13:36:00-05:00,A
305,G,"Goldman Bullish On Agilent Technologies, Raises Price Target To $53",2016-09-07 15:20:00-04:00,A
313,G,"Agilent Beats Earnings Estimates, Misses On Sales And Guidance",2016-08-17 16:18:00-04:00,A
318,G,"BTIG Research Assumes Agilent Technologies at Buy, Announces $55.00 PT",2016-07-22 07:31:00-04:00,A
319,G,Stocks Hitting 52-Week Highs,2016-07-13 10:53:00-04:00,A
324,G,Stocks Hitting 52-Week Highs,2016-05-17 10:04:00-04:00,A
337,G,"Goldman Sachs Maintains Buy on Agilent Technologies, Raises PT to $49.00, Added To Conviction List",2016-05-11 04:15:00-04:00,A
338,G,Agilent Technologies Launches InfinityLab,2016-05-10 15:02:00-04:00,A
339,G,Agilent Technologies Launches New Atomic Spectroscopy Platform,2016-05-03 12:35:00-04:00,A
340,G,Agilent Technologies Unveils New Software To Help Researchers,2016-04-18 13:45:00-04:00,A
341,G,Agilent Reports Deal with Applied Spectral Imaging for Co-Marketing of Fluorescence In Situ Hybridization,2016-04-07 11:01:00-04:00,A
342,G,Agilent Subsidiary Dako Reports Commercial Availability Of New Lung Cancer Test In EU,2016-04-06 16:30:00-04:00,A
354,G,Cowen & Company Upgrades Agilent Technologies to Outperform,2016-01-07 07:58:00-05:00,A
358,G,"Baird Upgrades Agilent Technologies to Outperform, Raises to $48.00",2015-12-09 06:52:00-05:00,A
